riverseg,landseg,floafo,floalf,floccn,flocex,flocfo,flocid,flocpd,flofor,flohom,flohvf,flohwm,flohyo,flohyw,flolwm,flonal,flonex,flonhi,flonho,flonhy,flonid,flonlo,flonpa,flonpd,flopas,florcn,florex,florid,florpd,flotrp,flours,tn afo,tn alf,tn ccn,tn cex,tn cfo,tn cid,tn cpd,tn for,tn hom,tn hvf,tn hwm,tn hyo,tn hyw,tn lwm,tn nal,tn nex,tn nhi,tn nho,tn nhy,tn nid,tn nlo,tn npa,tn npd,tn pas,tn rcn,tn rex,tn rid,tn rpd,tn trp,tn urs,tp afo,tp alf,tp ccn,tp cex,tp cfo,tp cid,tp cpd,tp for,tp hom,tp hvf,tp hwm,tp hyo,tp hyw,tp lwm,tp nal,tp nex,tp nhi,tp nho,tp nhy,tp nid,tp nlo,tp npa,tp npd,tp pas,tp rcn,tp rex,tp rid,tp rpd,tp trp,tp urs,sedafo,sedalf,sedccn,sedcex,sedcfo,sedcid,sedcpd,sedfor,sedhom,sedhvf,sedhwm,sedhyo,sedhyw,sedlwm,sednal,sednex,sednhi,sednho,sednhy,sednid,sednlo,sednpa,sednpd,sedpas,sedrcn,sedrex,sedrid,sedrpd,sedtrp,sedurs
JB0_7390_0000,A51199,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.026,0.026,0.000,0.000,0.026,0.000,0.000,0.027,0.026,0.027,0.026,0.026,0.026,0.026,0.026,0.028,0.026,0.026,0.026,0.030,0.026,0.027,0.030,0.027,0.030,0.028,0.030,0.030,0.027,0.026
JB0_7390_0000,A51650,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.039,0.039,0.000,0.000,0.039,0.000,0.000,0.037,0.039,0.037,0.039,0.039,0.039,0.039,0.039,0.041,0.039,0.039,0.039,0.045,0.039,0.043,0.045,0.043,0.041,0.041,0.045,0.045,0.043,0.039
JB0_7390_0000,A51700,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.040,0.040,0.000,0.000,0.040,0.000,0.000,0.047,0.040,0.047,0.040,0.040,0.040,0.040,0.040,0.045,0.040,0.040,0.040,0.050,0.040,0.056,0.050,0.056,0.051,0.045,0.050,0.050,0.056,0.040
JB0_7390_0000,A51740,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.072,0.072,0.000,0.000,0.072,0.000,0.000,0.069,0.072,0.069,0.072,0.072,0.072,0.072,0.072,0.092,0.072,0.072,0.072,0.052,0.072,0.079,0.052,0.079,0.071,0.092,0.052,0.052,0.079,0.072
JB0_7390_0000,A51800,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.035,0.035,0.000,0.000,0.035,0.000,0.000,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.030,0.035,0.035,0.035,0.040,0.035,0.042,0.040,0.042,0.036,0.030,0.040,0.040,0.042,0.035
JB0_7390_0000,F51095,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.061,0.061,0.000,0.000,0.061,0.000,0.000,0.060,0.061,0.060,0.061,0.061,0.061,0.061,0.061,0.070,0.061,0.061,0.061,0.065,0.061,0.057,0.065,0.057,0.059,0.070,0.065,0.065,0.057,0.061
JB0_7390_0000,F51199,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.026,0.026,0.000,0.000,0.026,0.000,0.000,0.027,0.026,0.027,0.026,0.026,0.026,0.026,0.026,0.028,0.026,0.026,0.026,0.030,0.026,0.027,0.030,0.027,0.030,0.028,0.030,0.030,0.027,0.026
JB0_7390_0000,F51700,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.040,0.040,0.000,0.000,0.040,0.000,0.000,0.047,0.040,0.047,0.040,0.040,0.040,0.040,0.040,0.045,0.040,0.040,0.040,0.050,0.040,0.056,0.050,0.056,0.051,0.045,0.050,0.050,0.056,0.040
JB0_7390_0000,F51740,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.072,0.072,0.000,0.000,0.072,0.000,0.000,0.069,0.072,0.069,0.072,0.072,0.072,0.072,0.072,0.092,0.072,0.072,0.072,0.052,0.072,0.079,0.052,0.079,0.071,0.092,0.052,0.052,0.079,0.072
JB0_7391_0000,A51095,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.061,0.061,0.000,0.000,0.061,0.000,0.000,0.060,0.061,0.060,0.061,0.061,0.061,0.061,0.061,0.070,0.061,0.061,0.061,0.065,0.061,0.057,0.065,0.057,0.059,0.070,0.065,0.065,0.057,0.061
JB0_7391_0000,A51199,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.026,0.026,0.000,0.000,0.026,0.000,0.000,0.027,0.026,0.027,0.026,0.026,0.026,0.026,0.026,0.028,0.026,0.026,0.026,0.030,0.026,0.027,0.030,0.027,0.030,0.028,0.030,0.030,0.027,0.026
JB0_7391_0000,F51095,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.061,0.061,0.000,0.000,0.061,0.000,0.000,0.060,0.061,0.060,0.061,0.061,0.061,0.061,0.061,0.070,0.061,0.061,0.061,0.065,0.061,0.057,0.065,0.057,0.059,0.070,0.065,0.065,0.057,0.061
JB0_7391_0000,F51199,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.026,0.026,0.000,0.000,0.026,0.000,0.000,0.027,0.026,0.027,0.026,0.026,0.026,0.026,0.026,0.028,0.026,0.026,0.026,0.030,0.026,0.027,0.030,0.027,0.030,0.028,0.030,0.030,0.027,0.026
JB0_7392_0000,A51181,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.037,0.037,0.000,0.000,0.037,0.000,0.000,0.039,0.037,0.039,0.037,0.037,0.037,0.037,0.037,0.049,0.037,0.037,0.037,0.039,0.037,0.093,0.039,0.093,0.037,0.049,0.039,0.039,0.093,0.037
JB0_7393_0000,A51710,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.051,0.051,0.000,0.000,0.051,0.000,0.000,0.056,0.051,0.056,0.051,0.051,0.051,0.051,0.051,0.092,0.051,0.051,0.051,0.058,0.051,0.063,0.058,0.063,0.069,0.092,0.058,0.058,0.063,0.051
JB0_7393_0000,F51710,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.051,0.051,0.000,0.000,0.051,0.000,0.000,0.056,0.051,0.056,0.051,0.051,0.051,0.051,0.051,0.092,0.051,0.051,0.051,0.058,0.051,0.063,0.058,0.063,0.069,0.092,0.058,0.058,0.063,0.051
JB0_7394_0000,F51710,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.120,1.200,0.000,0.000,0.120,0.000,0.000,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,1.200,0.051,0.051,0.000,0.000,0.051,0.000,0.000,0.056,0.051,0.056,0.051,0.051,0.051,0.051,0.051,0.092,0.051,0.051,0.051,0.058,0.051,0.063,0.058,0.063,0.069,0.092,0.058,0.058,0.063,0.051
JB0_7395_0000,A51740,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.072,0.072,0.000,0.000,0.072,0.000,0.000,0.069,0.072,0.069,0.072,0.072,0.072,0.072,0.072,0.092,0.072,0.072,0.072,0.052,0.072,0.079,0.052,0.079,0.071,0.092,0.052,0.052,0.079,0.072
JB0_7395_0000,F51740,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.072,0.072,0.000,0.000,0.072,0.000,0.000,0.069,0.072,0.069,0.072,0.072,0.072,0.072,0.072,0.092,0.072,0.072,0.072,0.052,0.072,0.079,0.052,0.079,0.071,0.092,0.052,0.052,0.079,0.072
JB0_7396_0000,A51710,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.051,0.051,0.000,0.000,0.051,0.000,0.000,0.056,0.051,0.056,0.051,0.051,0.051,0.051,0.051,0.092,0.051,0.051,0.051,0.058,0.051,0.063,0.058,0.063,0.069,0.092,0.058,0.058,0.063,0.051
JB0_7396_0000,F51710,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.051,0.051,0.000,0.000,0.051,0.000,0.000,0.056,0.051,0.056,0.051,0.051,0.051,0.051,0.051,0.092,0.051,0.051,0.051,0.058,0.051,0.063,0.058,0.063,0.069,0.092,0.058,0.058,0.063,0.051
JB0_7397_0000,A51740,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.072,0.072,0.000,0.000,0.072,0.000,0.000,0.069,0.072,0.069,0.072,0.072,0.072,0.072,0.072,0.092,0.072,0.072,0.072,0.052,0.072,0.079,0.052,0.079,0.071,0.092,0.052,0.052,0.079,0.072
JB0_7397_0000,F51740,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.072,0.072,0.000,0.000,0.072,0.000,0.000,0.069,0.072,0.069,0.072,0.072,0.072,0.072,0.072,0.092,0.072,0.072,0.072,0.052,0.072,0.079,0.052,0.079,0.071,0.092,0.052,0.052,0.079,0.072
JB0_7398_0000,A51710,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.051,0.051,0.000,0.000,0.051,0.000,0.000,0.056,0.051,0.056,0.051,0.051,0.051,0.051,0.051,0.092,0.051,0.051,0.051,0.058,0.051,0.063,0.058,0.063,0.069,0.092,0.058,0.058,0.063,0.051
JB0_7398_0000,F51710,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.051,0.051,0.000,0.000,0.051,0.000,0.000,0.056,0.051,0.056,0.051,0.051,0.051,0.051,0.051,0.092,0.051,0.051,0.051,0.058,0.051,0.063,0.058,0.063,0.069,0.092,0.058,0.058,0.063,0.051
JB0_7399_0000,A51740,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.072,0.072,0.000,0.000,0.072,0.000,0.000,0.069,0.072,0.069,0.072,0.072,0.072,0.072,0.072,0.092,0.072,0.072,0.072,0.052,0.072,0.079,0.052,0.079,0.071,0.092,0.052,0.052,0.079,0.072
JB0_7399_0000,F51740,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.420,0.600,0.000,0.000,0.420,0.000,0.000,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.075,0.750,0.000,0.000,0.075,0.000,0.000,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.750,0.072,0.072,0.000,0.000,0.072,0.000,0.000,0.069,0.072,0.069,0.072,0.072,0.072,0.072,0.072,0.092,0.072,0.072,0.072,0.052,0.072,0.079,0.052,0.079,0.071,0.092,0.052,0.052,0.079,0.072
